location_aaq,Date,NOx,PM2.5,Toluene,Benzene,SO2,Xylene,Ozone,PM10,NH3,CO
"Chikkadapally, Lepakshi Emporium ",2020-11-01,31.6,,,,6.4,,,81.0,10.0,
"Langar House, Police Station ",2020-11-01,29.5,,,,5.7,,,82.0,10.0,
"Madhapur, Shilpa Kalavedika ",2020-11-01,26.7,,,,5.1,,,79.0,10.0,
"Shameerpet, MRO office",2020-11-01,,,,,,,,,,
"Kukatpally, JNTU",2020-11-01,37.8,,,,4.5,,,94.0,10.0,
"Sainikpuri,  MRO office ",2020-11-01,27.1,,,,5.1,,,63.0,10.0,
"Rajendranaga, NG Rang Agricultural University ",2020-11-01,19.8,,,,,,,61.0,10.0,
"Nacharam, Police station ",2020-11-01,29.9,,,,7.3,,,100.0,10.0,
"Abids, Police station ",2020-11-01,33.9,,,,6.3,,,95.0,10.0,
"KBRN Park, DFO office ",2020-11-01,25.6,,,,5.3,,,64.0,10.0,
HCU,2020-11-01,39.73773866666668,53.766666666666666,,3.1983071000000005,6.170000000000001,,50.01666666666666,109.6,9.6,0.5266666666666667
Sanathnagar,2020-11-01,42.56694266666667,63.03333333333333,,0.5473081466666668,15.323333333333336,,34.06333333333334,,,0.6336666666666667
Zoopark,2020-11-01,72.13543137931033,76.17241379310344,,0.7910216068965518,4.127586206896551,,13.434482758620687,153.20689655172413,12.109397448275864,0.2272413793103448
Pashamylaram,2020-11-01,63.92600034482759,69.44827586206897,,0.1628732296551724,6.620689655172414,,17.193103448275856,148.10344827586206,3.759556862068966,0.7279310344827589
"Bollaram, CAAQMS",2020-11-01,25.597815357142853,59.25,,,10.978571428571428,,,115.42857142857144,16.755761428571432,
ICRISAT,2020-11-01,25.078364000000004,69.93333333333334,,0.9061048800000002,12.456666666666663,,32.559999999999995,136.33333333333334,11.428035800000002,0.5613333333333335
"R.C.Puram, Medak",2020-11-01,24.5,,,,5.2,,,85.0,10.0,
"Bollaram, Sangareddy (SAAQM)",2020-11-01,32.0,,,,12.0,,,102.0,,
"Sangareddy, Medak",2020-11-01,24.3,,,,5.2,,,68.0,10.0,
"PETL, Sangareddy (SAAQM)",2020-11-01,33.2,,,,10.0,,,95.0,,
"Gaddapotharam, Medak",2020-11-01,25.5,,,,5.5,,,73.0,10.0,
"Nalgonda, RO Building, Nalgonda",2020-11-01,25.5,,,,5.8,,,51.0,10.0,
"Choutuppal, Nalgonda",2020-11-01,24.6,,,,5.5,,,61.0,10.0,
"Subhasnagar,  Nizamabad",2020-11-01,25.9,33.0,,,6.1,,,62.0,10.0,
" Mandamarri, Adilabad",2020-11-01,,,,,,,,,,
"KUDA, Warangal ",2020-11-01,59.0,,,,6.8,,,84.0,,
" Mee-Seva, Warangal ",2020-11-01,53.5,,,,6.8,,,93.0,63.0,
"Balasamudram, Hanmakonda (SAAQM)",2020-11-01,49.3,,,,6.4,,,82.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2020-11-01,53.8,,,,5.6,,,85.0,,
"Godavarikhani, Karimnagar",2020-11-01,61.7,,,,7.4,,,97.0,76.0,
" DIC building, Karimnagar",2020-11-01,64.8,,,,7.0,,,120.0,75.0,
"CER Club, Kothagudem",2020-11-01,61.9,,,,7.1,,,98.0,73.0,
"Jalasouda, Khammam ",2020-11-01,49.7,,,,6.3,,,82.0,67.0,
"Kothur, Mahaboobnagar",2020-11-01,63.4,,,,6.9,,,115.0,75.0,
"Balanagar , CITD office ",2020-12-01,50.1,,,,4.1,,,186.0,22.0,
"Uppal, Modern food Industry, IDA",2020-12-01,48.9,28.0,,,4.1,,,157.0,36.0,
"Jubilee Hills, Police station",2020-12-01,40.8,33.0,,,3.1,,,108.0,10.0,
"Paradise, HMWS &SB Pump house ",2020-12-01,48.3,,,,3.8,,,119.0,20.0,
"Charminar, TSRTC bus station ",2020-12-01,43.9,31.0,,,3.5,,,128.0,10.0,
"Jeedimetla, Industrial Association Building",2020-12-01,47.0,33.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2020-12-01,35.3,,,,4.6,,,,24.0,
"MGBS, Bus stand ",2020-12-01,39.9,,,,4.9,,,98.0,17.0,
"Chikkadapally, Lepakshi Emporium ",2020-12-01,34.9,,,,4.7,,,84.0,15.0,
"Langar House, Police Station ",2020-12-01,38.5,,,,4.8,,,103.0,15.0,
"Madhapur, Shilpa Kalavedika ",2020-12-01,34.2,,,,4.6,,,114.0,14.0,
"Shameerpet, MRO office",2020-12-01,,,,,,,,,,
"Kukatpally, JNTU",2020-12-01,43.7,,,,3.3,,,116.0,10.0,
"Sainikpuri,  MRO office ",2020-12-01,24.0,,,,3.7,,,82.0,13.0,
"Rajendranaga, NG Rang Agricultural University ",2020-12-01,26.2,,,,,,,75.0,13.0,
"Nacharam, Police station ",2020-12-01,35.9,,,,5.3,,,100.0,21.0,
"Abids, Police station ",2020-12-01,38.5,,,,5.2,,,107.0,13.0,
"KBRN Park, DFO office ",2020-12-01,25.6,,,,4.4,,,68.0,12.0,
HCU,2020-12-01,49.23033451612903,67.12903225806451,,3.933345387096773,6.535483870967742,,58.35806451612903,128.3548387096774,14.770028709677415,0.6648387096774193
Sanathnagar,2020-12-01,61.19310064516129,89.25806451612904,,1.6609270903225808,11.8741935483871,,29.10967741935484,,,0.8670967741935484
Zoopark,2020-12-01,86.35476645161287,86.51612903225806,,1.1290853741935485,4.929032258064517,,13.629032258064516,178.7741935483871,13.159277096774192,0.2548387096774194
Pashamylaram,2020-12-01,66.55061096774192,90.61290322580643,,0.1252913777419355,5.27741935483871,,26.04516129032257,176.4193548387097,3.8563403225806456,0.8193548387096773
"Bollaram, CAAQMS",2020-12-01,32.8462929032258,86.80645161290323,,,9.761290322580647,,,142.03225806451613,16.56232225806452,
ICRISAT,2020-12-01,38.56670870967743,81.45161290322581,,0.5581484032258064,11.72258064516129,,35.03548387096774,151.74193548387098,15.549638161290323,0.8580645161290321
"R.C.Puram, Medak",2020-12-01,26.8,,,,6.4,,,89.0,10.0,
"Bollaram, Sangareddy (SAAQM)",2020-12-01,29.4,,,,11.3,,,106.0,,
"Sangareddy, Medak",2020-12-01,26.5,,,,6.4,,,70.0,10.0,
"PETL, Sangareddy (SAAQM)",2020-12-01,29.5,,,,12.5,,,98.0,,
"Gaddapotharam, Medak",2020-12-01,27.9,,,,6.9,,,78.0,10.0,
"Nalgonda, RO Building, Nalgonda",2020-12-01,26.0,,,,6.4,,,63.0,10.0,
"Choutuppal, Nalgonda",2020-12-01,28.6,,,,6.5,,,80.0,10.0,
"Subhasnagar,  Nizamabad",2020-12-01,26.4,48.0,,,6.0,,,71.0,10.0,
" Mandamarri, Adilabad",2020-12-01,,,,,,,,,,
"KUDA, Warangal ",2020-12-01,37.5,,,,7.9,,,59.0,,
" Mee-Seva, Warangal ",2020-12-01,35.2,,,,7.4,,,93.0,36.0,
"Balasamudram, Hanmakonda (SAAQM)",2020-12-01,23.0,,,,4.5,,,61.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2020-12-01,30.2,,,,5.2,,,80.0,,
"Godavarikhani, Karimnagar",2020-12-01,49.4,,,,8.9,,,136.0,51.0,
" DIC building, Karimnagar",2020-12-01,45.6,,,,8.0,,,114.0,48.0,
"CER Club, Kothagudem",2020-12-01,44.3,,,,8.1,,,117.0,51.0,
"Jalasouda, Khammam ",2020-12-01,38.6,,,,7.4,,,98.0,41.0,
"Kothur, Mahaboobnagar",2020-12-01,51.5,,,,9.1,,,93.0,54.0,
"Paradise, HMWS &SB Pump house",2020-01-01,,52.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-01-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-01-01,,,,,,,,,,
"DIC building, Karimnagar",2020-01-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-02-01,,45.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-02-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-02-01,,,,,,,,,,
"DIC building, Karimnagar",2020-02-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-03-01,,45.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-03-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-03-01,,,,,,,,,,
"DIC building, Karimnagar",2020-03-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-04-01,,28.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-04-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-04-01,,,,,,,,,,
"DIC building, Karimnagar",2020-04-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-05-01,,,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-05-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-05-01,,,,,,,,,,
"DIC building, Karimnagar",2020-05-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-06-01,,27.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-06-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-06-01,,,,,,,,,,
"DIC building, Karimnagar",2020-06-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-07-01,,,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-07-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-07-01,,,,,,,,,,
"DIC building, Karimnagar",2020-07-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-08-01,,,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-08-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-08-01,,,,,,,,,,
"DIC building, Karimnagar",2020-08-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-09-01,,21.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-09-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-09-01,,,,,,,,,,
"DIC building, Karimnagar",2020-09-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-10-01,,17.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-10-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-10-01,,,,,,,,,,
"DIC building, Karimnagar",2020-10-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-11-01,,30.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-11-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-11-01,,,,,,,,,,
"DIC building, Karimnagar",2020-11-01,,,,,,,,,,
"Paradise, HMWS &SB Pump house",2020-12-01,,32.0,,,,,,,,
"Kukatpally, JNTU, SAAQM",2020-12-01,,,,,,,,,,
"Mee-Seva, Warangal ",2020-12-01,,,,,,,,,,
"DIC building, Karimnagar",2020-12-01,,,,,,,,,,
Bollaram,2020-01-01,,,,0.2,,,31.5,,,0.5
Bollaram,2020-02-01,,,,0.2538935034482759,,,26.044827586206885,,,0.4289655172413794
Bollaram,2020-03-01,,,,0.2,,,23.5,,,0.38
Bollaram,2020-04-01,,,,0.1,,,26.4,,,0.34
Bollaram,2020-05-01,,,,0.3122232593548386,,,23.95506967741936,,,0.3819974806451612
Bollaram,2020-06-01,,,,0.4317714944827586,,,12.027586206896553,,,0.2820689655172413
Bollaram,2020-07-01,,,,0.2642257232258064,,,7.793548387096773,,,0.2564516129032258
Bollaram,2020-08-01,,,,0.2540978437931035,,,6.934482758620691,,,0.2579310344827586
Bollaram,2020-09-01,,,,0.5087734676666666,,,25.9,,,0.2913333333333333
Bollaram,2020-10-01,,,,0.3755686967741936,,,45.174193548387095,,,0.4267741935483871
Bollaram,2020-11-01,,,,0.1784780178571428,,,47.20357142857143,,,0.4167857142857142
Bollaram,2020-12-01,,,,0.2443860677419355,,,36.63870967741936,,,0.5061290322580645
"Jeedimetla, Industrial Association building",2020-01-01,,,,,6.0,,,172.0,84.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-01-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-02-01,,,,,6.1,,,143.0,58.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-02-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-03-01,,,,,5.6,,,125.0,68.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-03-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-04-01,,,,,2.3,,,78.0,21.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-04-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-05-01,,,,,2.0,,,98.0,26.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-05-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-06-01,,,,,4.4,,,55.0,10.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-06-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-07-01,,,,,2.0,,,68.0,23.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-07-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-08-01,,,,,2.0,,,83.0,10.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-08-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-09-01,,,,,4.5,,,85.0,10.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-09-01,,,,,2.0,,,,,
"Jeedimetla, Industrial Association building",2020-10-01,,,,,4.0,,,106.0,10.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-10-01,,,,,4.5,,,,,
"Jeedimetla, Industrial Association building",2020-11-01,,,,,5.2,,,132.0,10.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-11-01,,,,,4.1,,,,,
"Jeedimetla, Industrial Association building",2020-12-01,,,,,4.7,,,168.0,10.0,
"Rajendranagar, NG Ranga Agricultural University ",2020-12-01,,,,,3.9,,,,,
Buddha Purnima Project office,2020-01-01,,,,,,,,103.0,,
Station Name,2020-01-01,,,,,,,,,,
Buddha Purnima Project office,2020-02-01,,,,,,,,78.0,,
Station Name,2020-02-01,,,,,,,,,,
Buddha Purnima Project office,2020-03-01,,,,,,,,84.0,,
Station Name,2020-03-01,,,,,,,,,,
Buddha Purnima Project office,2020-04-01,,,,,,,,41.0,,
Station Name,2020-04-01,,,,,,,,,,
Buddha Purnima Project office,2020-05-01,,,,,,,,46.0,,
Station Name,2020-05-01,,,,,,,,,,
Buddha Purnima Project office,2020-06-01,,,,,,,,35.0,,
Station Name,2020-06-01,,,,,,,,,,
Buddha Purnima Project office,2020-07-01,,,,,,,,29.0,,
Station Name,2020-07-01,,,,,,,,,,
Buddha Purnima Project office,2020-08-01,,,,,,,,55.0,,
Station Name,2020-08-01,,,,,,,,,,
Buddha Purnima Project office,2020-09-01,,,,,,,,51.0,,
Station Name,2020-09-01,,,,,,,,,,
Buddha Purnima Project office,2020-10-01,,,,,,,,61.0,,
Station Name,2020-10-01,,,,,,,,,,
Buddha Purnima Project office,2020-11-01,,,,,,,,76.0,,
Station Name,2020-11-01,,,,,,,,,,
Buddha Purnima Project office,2020-12-01,,,,,,,,97.0,,
Station Name,2020-12-01,,,,,,,,,,
"KUDA, Warangal",2020-01-01,,,,,,,,,63.0,
"KUDA, Warangal",2020-02-01,,,,,,,,,73.0,
"KUDA, Warangal",2020-03-01,,,,,,,,,46.0,
"KUDA, Warangal",2020-04-01,,,,,,,,,10.0,
"KUDA, Warangal",2020-05-01,,,,,,,,,27.0,
"KUDA, Warangal",2020-06-01,,,,,,,,,31.0,
"KUDA, Warangal",2020-07-01,,,,,,,,,32.0,
"KUDA, Warangal",2020-08-01,,,,,,,,,33.0,
"KUDA, Warangal",2020-09-01,,,,,,,,,28.0,
"KUDA, Warangal",2020-10-01,,,,,,,,,33.0,
"KUDA, Warangal",2020-11-01,,,,,,,,,70.0,
"KUDA, Warangal",2020-12-01,,,,,,,,,40.0,
"Balanagar , CITD office ",2021-01-01,53.8,,,,4.3,,,194.0,24.0,
"Uppal, Modern food Industry, IDA",2021-01-01,38.7,30.0,,,3.9,,,157.0,36.0,
"Jubilee Hills, Police station",2021-01-01,42.9,,,,3.1,,,110.0,16.0,
"Paradise, HMWS &SB Pump house ",2021-01-01,51.6,,,,3.7,,,138.0,22.0,
"Charminar, TSRTC bus station ",2021-01-01,36.1,37.0,,,3.4,,,136.0,17.0,
"Jeedimetla, Industrial Association Building",2021-01-01,48.1,41.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2021-01-01,34.11057509549128,,,,5.621381943127172,,,,24.756761531043583,
"MGBS, Bus stand ",2021-01-01,41.99710315206167,,,,6.078941743796952,,,131.71292583524706,22.17769250623044,
"Chikkadapally, Lepakshi Emporium ",2021-01-01,36.56331306384573,,,,4.697910193980646,,,106.7717075394192,20.59431556579833,
"Langar House, Police Station ",2021-01-01,39.334711988075135,,,,5.521610039791861,,,122.37271706968686,20.21391184573322,
"Madhapur, Shilpa Kalavedika ",2021-01-01,31.086684609876414,,,,4.793657977182302,,,134.01136225273504,18.52623437960948,
"Shameerpet, MRO office",2021-01-01,,,,,,,,,,
"Kukatpally, JNTU",2021-01-01,43.7,,,,3.4,,,123.0,13.0,
"Sainikpuri,  MRO office ",2021-01-01,30.623812647778557,,,,4.681511905481193,,,97.66500465164076,17.014899545395718,
"Rajendranaga, NG Rang Agricultural University ",2021-01-01,23.050187872634407,,,,,,,83.37474927140478,14.583292647919274,
"Nacharam, Police station ",2021-01-01,38.20754721867171,,,,5.333580985198275,,,124.14428773578636,22.892120669050318,
"Abids, Police station ",2021-01-01,39.03870457054592,,,,5.102441077440662,,,103.07550929029946,19.65447530867165,
"KBRN Park, DFO office ",2021-01-01,32.00715023208218,,,,4.103673918673879,,,80.73798698127567,16.5964633514661,
HCU,2021-01-01,39.48258096774194,58.32258064516129,,3.041449548387096,2.7483870967741937,,57.041935483870965,113.48387096774194,14.436505806451612,0.6025806451612903
Sanathnagar,2021-01-01,50.270881290322585,77.0,,1.3571106322580644,5.393526451612903,,27.378136129032256,,,0.7600942741935482
Zoopark,2021-01-01,86.16767421052631,71.83870967741936,,1.281861580645161,4.262563387096774,,14.471506129032258,154.06451612903226,14.862971578947368,0.2878116290322581
Pashamylaram,2021-01-01,54.23615192307692,72.12339730769231,,0.0690151346153846,3.141472615384615,,28.867323076923075,127.98910384615384,4.785618846153846,0.7121007653846154
"Bollaram, CAAQMS",2021-01-01,32.28406419354839,74.1612903225806,,,4.036889774193549,,,125.03225806451611,21.96068967741936,
ICRISAT,2021-01-01,19.988206129032257,67.16129032258064,,0.2933851056774193,9.13225806451613,,31.46129032258065,126.12903225806453,10.747204032258066,0.5287096774193548
"R.C.Puram, Medak",2021-01-01,26.6,,,,5.7,,,96.0,16.0,
"Bollaram, Sangareddy (SAAQM)",2021-01-01,30.88888888888889,,,,13.4,,,103.55555555555556,,
"Sangareddy, Medak",2021-01-01,24.7,,,,5.7,,,69.0,15.0,
"PETL, Sangareddy (SAAQM)",2021-01-01,31.4,,,,14.2,,,97.4,,
"Gaddapotharam, Medak",2021-01-01,27.4,,,,6.9,,,91.0,15.0,
"Nalgonda, RO Building, Nalgonda",2021-01-01,24.2,,,,5.6,,,62.0,15.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2021-01-01,24.4,,,,5.6,,,60.0,15.0,
"Choutuppal, Nalgonda",2021-01-01,28.4,,,,6.8,,,90.0,15.0,
"Subhasnagar,  Nizamabad",2021-01-01,24.7,35.0,,,5.8,,,68.0,15.0,
" Mandamarri, Adilabad",2021-01-01,,,,,,,,,,
"KUDA, Warangal ",2021-01-01,45.0,,,,6.7,,,78.0,,
" Mee-Seva, Warangal ",2021-01-01,42.2,,,,6.4,,,81.0,71.0,
"Balasamudram, Hanmakonda (SAAQM)",2021-01-01,48.3,,,,6.1,,,76.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2021-01-01,46.5,,,,6.4,,,75.0,,
"Godavarikhani, Karimnagar",2021-01-01,57.4,,,,7.4,,,116.0,69.0,
" DIC building, Karimnagar",2021-01-01,56.6,,,,7.1,,,114.0,72.0,
"CER Club, Kothagudem",2021-01-01,56.1,,,,7.3,,,114.0,73.0,
"Jalasouda, Khammam ",2021-01-01,47.0,,,,6.8,,,101.0,67.0,
"Kothur, Mahaboobnagar",2021-01-01,52.8,,,,6.9,,,115.0,74.0,
"Balanagar , CITD office ",2021-02-01,49.6,,,,3.6,,,203.0,24.0,
"Uppal, Modern food Industry, IDA",2021-02-01,36.2,,,,3.7,,,152.0,36.0,
"Jubilee Hills, Police station",2021-02-01,36.4,,,,3.0,,,112.0,18.0,
"Paradise, HMWS &SB Pump house ",2021-02-01,46.9,,,,3.4,,,123.0,20.0,
"Charminar, TSRTC bus station ",2021-02-01,36.3,41.0,,,3.0,,,141.0,19.0,
"Jeedimetla, Industrial Association Building",2021-02-01,43.3,51.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2021-02-01,36.23510976811603,,,,4.265322951426007,,,,29.28866102766719,
"MGBS, Bus stand ",2021-02-01,40.87452210059614,,,,4.622208927646184,,,98.06235988463098,23.215180462398784,
"Chikkadapally, Lepakshi Emporium ",2021-02-01,33.115440352444665,,,,4.515993265993289,,,97.55127027854232,18.910299969393296,
"Langar House, Police Station ",2021-02-01,39.31670919776886,,,,4.550598578376338,,,121.76549445067944,19.94629213950522,
"Madhapur, Shilpa Kalavedika ",2021-02-01,34.9880361767283,,,,4.097577657780584,,,120.8389089337218,17.030675335473873,
"Shameerpet, MRO office",2021-02-01,,,,,,,,,,
"Kukatpally, JNTU",2021-02-01,38.1,,,,3.2,,,113.0,10.0,
"Sainikpuri,  MRO office ",2021-02-01,29.367308293804296,,,,4.1341676023257,,,76.33537639891107,17.876109783085415,
"Rajendranaga, NG Rang Agricultural University ",2021-02-01,23.10936585496209,,,,,,,71.6089466089474,15.449197397255311,
"Nacharam, Police station ",2021-02-01,38.8543595950391,,,,4.797414609449175,,,112.94092269555794,22.752842829289563,
"Abids, Police station ",2021-02-01,39.98696692915083,,,,4.567901234567573,,,110.7668744733297,19.018089121696125,
"KBRN Park, DFO office ",2021-02-01,28.364426567979063,,,,3.869151117321112,,,64.14071804633144,16.074731387956266,
HCU,2021-02-01,47.548763214285714,51.21428571428572,,3.268872892857144,4.314285714285714,,62.89642857142858,120.42857142857144,15.625857785714285,0.6089285714285715
Sanathnagar,2021-02-01,71.55443178571429,76.81481481481481,,1.5493982714285714,11.543324035714283,,27.648772142857144,,,0.8347115250000001
Zoopark,2021-02-01,98.04678090909093,72.0,,1.37335005,4.342624833333333,,15.8337425,167.2173913043478,19.60768181818182,1.167354895833333
Pashamylaram,2021-02-01,76.21884153846155,62.88461538461539,,0.0684561465384615,3.3002411153846154,,23.45700384615385,141.65384615384616,3.134507307692308,0.7267747884615385
"Bollaram, CAAQMS",2021-02-01,39.58853857142857,66.0,,,8.618023285714285,,,142.67857142857142,21.929985,
ICRISAT,2021-02-01,24.89358740740741,64.48148148148148,,0.486668825925926,9.666666666666666,,26.688888888888886,139.59259259259258,11.207839851851851,0.5248148148148147
"R.C.Puram, Medak",2021-02-01,28.4,,,,5.8,,,93.0,21.0,
"Bollaram, Sangareddy (SAAQM)",2021-02-01,31.2,,,,14.3,,,96.0,,
"Sangareddy, Medak",2021-02-01,24.5,,,,4.9,,,73.0,19.0,
"PETL, Sangareddy (SAAQM)",2021-02-01,31.0,,,,12.7,,,97.0,,
"Gaddapotharam, Medak",2021-02-01,28.9,,,,6.5,,,98.0,21.0,
"Nalgonda, RO Building, Nalgonda",2021-02-01,23.1,30.0,,,5.1,,,61.0,20.0,
"Marketing Office Building, Beat Market, Hyd Road Nalgonda",2021-02-01,23.9,,,,5.1,,,59.0,18.0,
"Choutuppal, Nalgonda",2021-02-01,30.1,,,,6.4,,,91.0,21.0,
"Subhasnagar,  Nizamabad",2021-02-01,23.4,34.0,,,5.1,,,67.0,20.0,
" Mandamarri, Adilabad",2021-02-01,23.0,,,,5.1,,,62.0,20.0,
"KUDA, Warangal ",2021-02-01,46.4,,,,6.8,,,85.0,,
" Mee-Seva, Warangal ",2021-02-01,47.4,,,,6.9,,,88.0,69.0,
"Balasamudram, Hanmakonda (SAAQM)",2021-02-01,47.6,,,,6.2,,,86.0,,
"Nakkalagutta, Hanmakonda (SAAQM)",2021-02-01,49.3,,,,6.4,,,87.0,,
"Godavarikhani, Karimnagar",2021-02-01,48.3,,,,7.4,,,120.0,72.0,
" DIC building, Karimnagar",2021-02-01,47.0,,,,7.1,,,116.0,72.0,
"CER Club, Kothagudem",2021-02-01,46.2,,,,7.5,,,107.0,74.0,
"Jalasouda, Khammam ",2021-02-01,38.0,,,,6.8,,,84.0,68.0,
"Kothur, Mahaboobnagar",2021-02-01,45.0,,,,7.6,,,120.0,71.0,
"Balanagar , CITD office ",2021-03-01,44.6,,,,3.0,,,199.0,22.0,
"Uppal, Modern food Industry, IDA",2021-03-01,36.1,,,,3.1,,,154.0,34.0,
"Jubilee Hills, Police station",2021-03-01,36.2,,,,2.8,,,130.0,16.0,
"Paradise, HMWS &SB Pump house ",2021-03-01,48.9,,,,3.7,,,125.0,23.0,
"Charminar, TSRTC bus station ",2021-03-01,36.8,35.0,,,3.1,,,139.0,19.0,
"Jeedimetla, Industrial Association Building",2021-03-01,42.8,43.0,,,,,,,,
"Buddha Purnima Project office, Tank Bund",2021-03-01,36.86157544671593,,,,4.18662093214471,,,,23.997788818521624,
"MGBS, Bus stand ",2021-03-01,37.13321432570291,,,,4.6436374642023655,,,101.81671781360372,25.948559467271632,
"Chikkadapally, Lepakshi Emporium ",2021-03-01,30.72780703893661,,,,4.077134986225912,,,96.30394857667694,16.65347804646052,
"Langar House, Police Station ",2021-03-01,34.64103291973061,,,,4.53083395268794,,,105.61167227833896,16.25607444818795,
"Madhapur, Shilpa Kalavedika ",2021-03-01,29.61604322555553,,,,4.4907226766642045,,,117.16713707597756,17.85697487112785,
"Shameerpet, MRO office",2021-03-01,,,,,,,,,,
"Kukatpally, JNTU",2021-03-01,40.4,,,,2.9,,,103.0,10.0,
"Sainikpuri,  MRO office ",2021-03-01,26.645689486129445,,,,4.352055906964453,,,75.70291155855787,15.248338983402151,
"Rajendranaga, NG Rang Agricultural University ",2021-03-01,22.653728867174294,,,,,,,80.22769877715683,12.71954753146989,
"Nacharam, Police station ",2021-03-01,35.534330483772486,,,,4.92940850841666,,,111.9322717117184,22.864121614762624,
"Abids, Police station ",2021-03-01,39.27651369986393,,,,4.459366391184741,,,110.28962052292944,16.79675747375167,
"KBRN Park, DFO office ",2021-03-01,25.522159901639007,,,,3.873057612727001,,,66.07447079565026,15.690886489630977,
HCU,2021-03-01,36.53163419354839,46.96774193548387,,2.7967500645161287,3.319354838709677,,60.76774193548387,122.35483870967742,11.65197870967742,0.5974193548387097
Sanathnagar,2021-03-01,53.09247266666668,66.06666666666666,,0.98204289,11.047477633333331,,27.42813633333333,,,0.7827425266666665
Zoopark,2021-03-01,92.01066068965518,63.44444444444444,,0.9577639896551726,3.676674034482759,,16.19728724137931,159.58620689655172,24.140786896551724,1.136794448275862
Pashamylaram,2021-03-01,60.13520225806452,62.096774193548384,,0.0698467174193548,2.9299196129032263,,28.450029032258065,146.8709677419355,2.7355368064516137,0.7465528806451613
"Bollaram, CAAQMS",2021-03-01,35.790219677419365,66.87096774193549,,,12.035703612903225,,,142.38709677419354,23.696929032258065,
ICRISAT,2021-03-01,20.534175483870964,54.193548387096776,,0.4243833322580645,9.6,,17.05483870967742,137.67741935483872,9.583295193548388,0.5070967741935484
"R.C.Puram, Medak",2021-03-01,26.5,,,,5.5,,,91.0,21.0,
"Bollaram, Sangareddy (SAAQM)",2021-03-01,31.9,,,,14.0,,,105.0,,
"Sangareddy, Medak",2021-03-01,25.1,,,,5.8,,,78.0,18.0,
